id,query,tipo,groundtruth,documento,ruta,pagina,chunks
16,¿Qué requisito debe cumplirse al limpiar el panel táctil de la MTPE Machine DAG BR 449?,procedimiento,Debe utilizarse la función «arrancar pantalla de limpieza» en los ajustes de sistema del panel táctil antes de realizar la limpieza.,1005808 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005808 MTPE Machine DAG BR 449\Español\03 Mantenimiento\1005808 01 Plan de mantenimiento.pdf,21,
17,¿Cuál es el valor total del equipo indicado en la lista de piezas de recambio de la MTPE Machine DAG BR 449?,factual,"El valor total del equipo es 2.730.000,00 €.",1005808 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005808 MTPE Machine DAG BR 449\Español\04 Piezas de recambio\1005808 01 Lista de piezas de recambio.pdf,1,
19,¿Qué procedimiento administrativo se indica respecto a la validez de precios en la lista de recambios de la MTPE Machine DAG BR 449?,regla,La validez del precio es de hasta 3 meses después de la emisión.,1005808 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005808 MTPE Machine DAG BR 449\Español\04 Piezas de recambio\1005808 01 Lista de piezas de recambio.pdf,2,
20,¿Qué precio unitario tiene la CPU SIMATIC S7-1500F (6ES7517-3FP00-0AB0) en la MTPE Machine DAG BR 449?,factual,"El precio unitario recomendado es 7.017,82 €.",1005808 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005808 MTPE Machine DAG BR 449\Español\04 Piezas de recambio\1005808 01 Lista de piezas de recambio.pdf,3,
22,¿Qué procedimiento de medición de aislamiento se aplica en la BR 449_IP_VAC+ESL_MTP_250-50_with vacuum kit y cuál es la tensión de prueba utilizada?,procedimiento,"Se realiza una medición de aislamiento con una tensión de prueba de 500 V, con valores mínimos exigidos según la clase de protección (Schutzklasse I >0,3MΩ con elementos calefactores, >1MΩ sin elementos calefactores, >2MΩ para partes conductoras accesibles sin conexión SL, Schutzklasse II >2,0MΩ).",1005796 07 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005796 MTP Machine DAG BR 449\English\01 Safety\1005796 07 DGUV.pdf,8,
24,¿Qué condición debe cumplirse para que el interruptor diferencial (RCD) sea conforme en la BR 449_IP_VAC+ESL_MTP_250-50_with vacuum kit?,regla,El interruptor FI debe disparar con un tiempo aproximado de 40 ms y con una corriente de disparo inferior a 30 mA.,1005796 07 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005796 MTP Machine DAG BR 449\English\01 Safety\1005796 07 DGUV.pdf,19,
26,¿Qué procedimiento de medición de aislamiento se aplica en la BR 449_IP lower center cover+Glove box_LHD_VAC_TOOL_1+0_1+0 y cuál es la tensión de prueba utilizada?,procedimiento,"Isolationsmessung: Prüfspannung 500V, Schutzklasse I – > 0,3MΩ (mit Heizelementen), Schutzklasse I – > 1MΩ (ohne Heizelementen), > 2MΩ (berührbare, leitfähige Teile ohne SL-Anschluss), Schutzklasse II >2,0MΩ.",1005797 04 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005797 Vacuum tool DAG BR 449\Español\01 Seguridad\1005797 04 DGUV.pdf,5,
27,¿Qué valor máximo permitido se indica para la medición de baja resistencia (protective conductor continuity) en la BR 449_IP lower center cover+Glove box_LHD_VAC_TOOL_1+0_1+0?,regla,"Los valores medidos deben ser < 0,10 OHM.",1005797 04 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005797 Vacuum tool DAG BR 449\Español\01 Seguridad\1005797 04 DGUV.pdf,3,
28,¿Qué instrumento de medición se utilizó para la prueba de red industrial (Profinet) en la BR 449_IP lower center cover+Glove box_LHD_VAC_TOOL_1+0_1+0?,factual,Se utilizó el equipo de medición WIREEXPERT 4500.,1005797 04 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005797 Vacuum tool DAG BR 449\Español\01 Seguridad\1005797 04 DGUV.pdf,6,
29,¿Qué tipo de cable y fabricante se utilizaron en la conexión Profinet de la BR 449_IP lower center cover+Glove box_LHD_VAC_TOOL_1+0_1+0?,factual,Kabelbezeichnung: lapp etherline 2170894; Steckername: siemens.,1005797 05 Profinet.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005797 Vacuum tool DAG BR 449\Español\01 Seguridad\1005797 05 Profinet.pdf,1,
31,¿Qué procedimiento de verificación se realizó para la certificación de la red Profinet en la BR 449_IP lower center cover+Glove box_LHD_VAC_TOOL_1+0_1+0?,procedimiento,"Se realizó un Zertifizierungsbericht de Kupfer-Verkabelung con pruebas de Verdrahtung, Einfügedämpfung, Rückflussdämpfung, NEXT, ACR-F y ACR-N, todas con resultado “Bestanden”.",1005797 05 Profinet.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005797 Vacuum tool DAG BR 449\Español\01 Seguridad\1005797 05 Profinet.pdf,1,
32,¿Qué estándar de cableado se utilizó en la conexión Profinet de la BR 449_IP lower center cover+Glove box_LHD_VAC_TOOL_1+0_1+0?,regla,Verdrahtung: T568B.,1005797 05 Profinet.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005797 Vacuum tool DAG BR 449\Español\01 Seguridad\1005797 05 Profinet.pdf,1,
33,¿Qué advertencia general debe cumplirse antes de realizar cualquier tarea de mantenimiento en la BR 449_IP lower center cover+Glove box_LHD_VAC_TOOL_1+0_1+0?,regla,"¡Antes de llevar a cabo ninguna tarea de mantenimiento, lea atentamente los datos de los puntos de mantenimiento!",1005797 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005797 Vacuum tool DAG BR 449\Español\03 Mantenimiento\1005797 01 Plan de mantenimiento.pdf,3,
34,¿Qué procedimiento debe seguirse para asegurar la instalación frente a una reconexión durante tareas de mantenimiento en la BR 449_IP lower center cover+Glove box_LHD_VAC_TOOL_1+0_1+0?,procedimiento,Señalice y cierre la instalación antes de las tareas de reparación («¡La instalación se encuentra en mantenimiento!» / «¡Entrada prohibida a personal no autorizado!»); coloque una advertencia en el interruptor principal; interrumpa el circuito de seguridad y asegúrelo frente a un cierre; cierre y despresurice la conexión de aire comprimido.,1005797 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005797 Vacuum tool DAG BR 449\Español\03 Mantenimiento\1005797 01 Plan de mantenimiento.pdf,5,
37,¿Cuál es el valor total del equipo indicado en la lista de piezas de recambio de la BR 449_IP lower center cover+Glove box_LHD_VAC_TOOL_1+0_1+0?,factual,"Total Equipment value = 2.730.000,00 €",1005797 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005797 Vacuum tool DAG BR 449\Español\04 Piezas de recambio\1005797 01 Lista de piezas de recambio.pdf,1,
40,¿Qué condición se establece respecto a la validez de los precios en la lista de piezas de recambio de la BR 449_IP lower center cover+Glove box_LHD_VAC_TOOL_1+0_1+0?,regla,Price validity: up to 3 months after issue,1005797 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005797 Vacuum tool DAG BR 449\Español\04 Piezas de recambio\1005797 01 Lista de piezas de recambio.pdf,3,
42,¿Qué valor máximo permitido se indica para la medición de continuidad del conductor de protección en la BR 449_IP top pad_LHD/RHD_ITG_TOOL_1_1?,regla,Messwerte in OHM: < 0.10,1005799 04 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005799 ITG Laminating tool DAG BR 449\Español\01 Seguridad\1005799 04 DGUV.pdf,3,
43,¿Qué tensión de prueba se utiliza en la medición de aislamiento de la BR 449_IP top pad_LHD/RHD_ITG_TOOL_1_1?,factual,Prüfspannung 500V,1005799 04 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005799 ITG Laminating tool DAG BR 449\Español\01 Seguridad\1005799 04 DGUV.pdf,5,
44,¿Qué instrumento de medición se utilizó para la prueba de red industrial en la BR 449_IP top pad_LHD/RHD_ITG_TOOL_1_1?,factual,Messgerät: WIREEXPERT 4500,1005799 04 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005799 ITG Laminating tool DAG BR 449\Español\01 Seguridad\1005799 04 DGUV.pdf,8,
46,¿Qué estándar de cableado se utilizó en la conexión Profinet de la BR 449_IP top pad_LHD/RHD_ITG_TOOL_1_1?,regla,Verdrahtung: T568B,1005799 05 Profinet.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005799 ITG Laminating tool DAG BR 449\Español\01 Seguridad\1005799 05 Profinet.pdf,1,
47,¿Qué tipo de cable y fabricante del conector se emplearon en la red Profinet de la BR 449_IP top pad_LHD/RHD_ITG_TOOL_1_1?,factual,Kabelbezeichnung: lapp etherline 2170894; Steckername: siemens,1005799 05 Profinet.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005799 ITG Laminating tool DAG BR 449\Español\01 Seguridad\1005799 05 Profinet.pdf,1,
49,¿Qué advertencia general debe cumplirse antes de realizar cualquier tarea de mantenimiento en la BR 449_IP top pad_LHD/RHD_ITG_TOOL_1_1?,regla,"¡Antes de llevar a cabo ninguna tarea de mantenimiento, lea atentamente los datos de los puntos de mantenimiento!",1005799 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005799 ITG Laminating tool DAG BR 449\Español\03 Mantenimiento\1005799 01 Plan de mantenimiento.pdf,2,
52,¿Qué procedimiento debe seguirse para la lubricación del casquillo guía (04.07.002) en la BR 449_IP top pad_LHD/RHD_ITG_TOOL_1_1?,procedimiento,"Lubricación del casquillo guía a mano por medio de una brocha o una boquilla de engrase y una pistola engrasadora. Antes de la utilización de una pistola de engrase, deben limpiarse de forma exhaustiva tanto la pistola de engrase como los puntos de lubricación",1005799 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005799 ITG Laminating tool DAG BR 449\Español\03 Mantenimiento\1005799 01 Plan de mantenimiento.pdf,14,
53,¿Cuál es el valor total del equipo indicado en la lista de piezas de recambio de la BR 449_IP top pad_LHD/RHD_ITG_TOOL_1_1?,factual,"Total Equipment value = 2.730.000,00 €",1005799 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005799 ITG Laminating tool DAG BR 449\Español\04 Piezas de recambio\1005799 01 Lista de piezas de recambio.pdf,1,
56,¿Qué condición se establece respecto a la validez de los precios en la lista de piezas de recambio de la BR 449_IP top pad_LHD/RHD_ITG_TOOL_1_1?,regla,Price validity: up to 3 months after issue,1005799 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005799 ITG Laminating tool DAG BR 449\Español\04 Piezas de recambio\1005799 01 Lista de piezas de recambio.pdf,2,
57,¿Cuál es la tensión nominal y la frecuencia eléctrica del armario de control documentado por FERRO Technik GmbH?,factual,Rated voltage: 3x400V+N+PE TN-S ; Frequency: 50HZ,Electrical documentation Control cabinet_engl.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\Electrical documentation Control cabinet_engl.pdf,1,
58,¿Qué clase de protección y qué potencia nominal tiene el armario de control del proyecto Small control cabinet?,factual,"Prot. class: IP 54 ; Rated power / rated current: 9,5kW / 25A",Electrical documentation Control cabinet_engl.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\Electrical documentation Control cabinet_engl.pdf,1,
59,¿Qué procedimiento de señalización utiliza la interfaz D-Sub para indicar el estado “In operation”?,procedimiento,Outputsignal for operation of converters: High 24VDC: Converter 1+2 in operation ; Low 0VDC: converter 1+2 standby,Electrical documentation Control cabinet_engl.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\Electrical documentation Control cabinet_engl.pdf,13,
61,¿Cuál es el uso previsto de la SP3000 máquina láser Trotec?,regla,"La máquina descrita en este manual está concebida exclusivamente para el corte, gravado y marcado láser de no-metal y material de acuerdo con el uso previsto de la máquina utilizando el software suministrado.",Manual de instrucciones SP3000.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\Manual de instrucciones SP3000.pdf,11,
62,¿Qué procedimiento debe seguir el operador en caso de incendio durante el uso de la SP3000 máquina láser Trotec?,procedimiento,En caso de incendio: Utilice solo extintor de incendios de CO2 para apagar el fuego en la medida en que sea posible sin dañarse usted a usted mismo.,Manual de instrucciones SP3000.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\Manual de instrucciones SP3000.pdf,25,
64,¿Qué clase de láser tiene la SP3000 máquina láser Trotec durante el funcionamiento normal?,factual,SP3000 máquina láser Clase 2 (EE.UU.: clase II) en el área de trabajo y en el rango de manejo,Manual de instrucciones SP3000.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\Manual de instrucciones SP3000.pdf,14,
65,¿Qué tipo de alimentación eléctrica recibe la SP3000 máquina láser Trotec según el esquema AC-Supply?,factual,Einspeisung: 3x 400V AC +N +PE 50/60Hz,SP3000_C400_Rev1.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\SP3000_C400_Rev1.pdf,8,
66,¿Qué procedimiento de seguridad está conectado al módulo de interlock en la electrónica de alimentación DC de la SP3000 máquina láser Trotec?,procedimiento,INTERLOCK – PNOZ S7 24VDC PILZ.750 107,SP3000_C400_Rev1.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\SP3000_C400_Rev1.pdf,11,
67,¿Qué interfaz de comunicación se utiliza para la conexión de red del láser Synrad i401 en la SP3000 máquina láser Trotec?,factual,RJ-45 ( J8 ) LAN-Interface,SP3000_C400_Rev1.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\SP3000_C400_Rev1.pdf,15,
68,¿Qué regla define la señal Laser-Active-out en la fuente láser Synrad i401 de la SP3000 máquina láser Trotec?,regla,Laser-Active-out,SP3000_C400_Rev1.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\SP3000_C400_Rev1.pdf,15,
71,¿Qué procedimiento de medición de aislamiento se aplica y cuál es la tensión de prueba utilizada en la SE210 Glovebox WELD MTP 180-32 TT?,procedimiento,"Isolationsmessung Prüfspannung 500V Schutzklasse I – > 0,3MΩ (mit Heizelementen) Schutzklasse I – > 1MΩ (ohne Heizelementen) > 2MΩ Schutzklasse II >2,0MΩ",1005806 07 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Punching Machine\1005806 Punching machine DAG BR 449\Español\01 Seguridad\1005806 07 DGUV.pdf,6,
72,¿Qué condición debe cumplirse para la medición del interruptor diferencial (RCD) en la SE210 Glovebox WELD MTP 180-32 TT?,regla,FI Messung Auslösezeit ~40ms Auslösestrom <30mA,1005806 07 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Punching Machine\1005806 Punching machine DAG BR 449\Español\01 Seguridad\1005806 07 DGUV.pdf,8,
73,¿Qué advertencia general debe cumplirse antes de realizar cualquier tarea de mantenimiento en la SE210 Glovebox WELD MTP 180-32 TT?,regla,"¡Antes de llevar a cabo ninguna tarea de mantenimiento, lea atentamente los datos de los puntos de mantenimiento!",1005806 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Punching Machine\1005806 Punching machine DAG BR 449\Español\03 Mantenimiento\1005806 01 Plan de mantenimiento.pdf,3,
74,¿Qué procedimiento debe seguirse para evitar la reconexión accidental durante el mantenimiento de la SE210 Glovebox WELD MTP 180-32 TT?,procedimiento,Señalice y cierre la instalación; coloque advertencia en el interruptor principal; interrumpa el circuito de seguridad y asegúrelo frente a un cierre; cierre y despresurice la conexión de aire comprimido.,1005806 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Punching Machine\1005806 Punching machine DAG BR 449\Español\03 Mantenimiento\1005806 01 Plan de mantenimiento.pdf,5,
77,¿Cuál es el valor total del equipo indicado en la lista de piezas de recambio de la SE210 Glovebox WELD MTP 180-32 TT?,factual,"Total Equipment value = 2.730.000,00 €",1005806 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Punching Machine\1005806 Punching machine DAG BR 449\Español\04 Piezas de recambio\1005806 01 Lista de piezas de recambio.pdf,1,
80,¿Qué regla se establece sobre la validez de los precios en la lista de repuestos de la SE210 Glovebox WELD MTP 180-32 TT?,regla,Price validity: up to 3 months after issue,1005806 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Punching Machine\1005806 Punching machine DAG BR 449\Español\04 Piezas de recambio\1005806 01 Lista de piezas de recambio.pdf,2,
81,¿Cuál es el número de proyecto asociado a los datos de sonotrodos del producto Steering Column Upper Cover VAN E.A?,factual,Project-No.: 100.096.01,Datos sonotrodos.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\Datos sonotrodos.pdf,1,
85,¿Qué instrumento de medición se utilizó para el protocolo de ruido del proyecto Steering Column Mercedes Van EA?,factual,"Instrumento de medición: Norsonic AS, Tipo: NOR 131, Número de serie: 1313879",FB0013.01 Protocolo de medidas de ruido.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\FB0013.01 Protocolo de medidas de ruido.pdf,1,
86,¿Cuál fue el tiempo de ciclo de máquina utilizado durante las mediciones de ruido del proyecto Steering Column Mercedes Van EA?,factual,Tiempo de ciclo máquina de un ciclo: 12 segundos,FB0013.01 Protocolo de medidas de ruido.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\FB0013.01 Protocolo de medidas de ruido.pdf,1,
88,¿Es necesario el adhesivo de protección auditiva según el protocolo de ruido del proyecto Steering Column Mercedes Van EA?,regla,Necesario adhesivo protección auditiva: no,FB0013.01 Protocolo de medidas de ruido.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\FB0013.01 Protocolo de medidas de ruido.pdf,2,
89,¿Cuál es el valor medio general obtenido en la revisión de capacidad de la máquina del proyecto Steering Column Mercedes VAN EA?,factual,"Valor medio general: µ = Xq/q 4,997",FB0014.00 Revisión capacidad de máquina.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\FB0014.00 Revisión capacidad de máquina.pdf,1,
91,¿Qué instrumento de medición se utilizó en la revisión de capacidad de la máquina del proyecto Steering Column Mercedes VAN EA?,factual,Medio de medición: Digimatic Mini-Prozessor,FB0014.00 Revisión capacidad de máquina.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\FB0014.00 Revisión capacidad de máquina.pdf,1,
92,¿Qué criterio de capacidad de calidad nominal debe cumplirse según el informe?,regla,Cifras de capacidad de calidad nominal Cmk > 1.33,FB0014.00 Revisión capacidad de máquina.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\FB0014.00 Revisión capacidad de máquina.pdf,1,
93,¿Cuál es el objetivo del control general regular de la puerta corredera?,factual,Determinación de la función correcta del completo sistema de seguridad.,PA Control de puerta corredera.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Control de puerta corredera.pdf,1,
94,¿Qué procedimiento debe seguirse para comprobar el funcionamiento de las barras de conmutación en la puerta corredera?,procedimiento,Activando las barras de control es necesario que se active un movimiento de inversión inmediato de la puerta corredera.,PA Control de puerta corredera.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Control de puerta corredera.pdf,1,
95,¿Con qué frecuencia se requiere el control del sistema según la norma ASR A1.7 en Alemania?,regla,Según la norma ASR A1.7 se requiere en Alemania un control anual.,PA Control de puerta corredera.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Control de puerta corredera.pdf,1,
96,¿Qué acción debe realizarse si se detecta un error durante la prueba del sistema de la puerta corredera?,regla,"En caso de suceder algún error durante la prueba, no seguir usando la instalación.",PA Control de puerta corredera.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Control de puerta corredera.pdf,2,
97,¿Cuál es el objetivo del control general regular del portal corredero?,factual,Determinación de la función correcta del completo sistema de seguridad.,PA Control portal corredero.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Control portal corredero.pdf,1,
